No.;Data perangkat;Unit;Merk;Tipe;S/N;Lokasi;Data Pemeliharaan;IP
;UPS 1500VA;1;APC;BR1500GI;;Spare;;
;UPS 1500VA;1;APC;BR1500GI;;Spare;;
;UPS 1500VA;1;APC;BR1500GI;;Spare;;
;UPS 1500VA;1;APC;BR1500GI;;Spare;;
;UPS 1500VA;1;APC;BR1500GI;;Spare;;
;UPS 1500VA;1;APC;BR1500GI;;Spare;;
;UPS 1500VA;1;APC;BR1500GI;;Spare;;
;UPS 1500VA;1;APC;BR1500GI;;Spare;;
;;;;;;;;
12;Printer manifest;1;Epson;LX-310;Q7FY200231;Gate03;;
;Printer manifest;1;Epson;LX-310;Q7FY200241;Gate02;;
;Printer manifest;1;Epson;LX-310;;Spare;;
;;;;;;;;
13;Scanner;3;Access;LSR-116;;Spare;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
14;Automatic Gate;1;KABA;;;Pintu boarding lantai 2 / Gate 03;;192.168.9.60
;Automatic Gate;1;KABA;;;Pintu boarding lantai 2 / Gate 02;;192.168.9.61
;Automatic Gate;1;KABA;;;Pintu boarding lantai 2 / Gate 01;;192.168.9.62
;;;;;;;;
15;UPS PASCAL;1;APC;P - 850CLU;CLUL85AD413;Self-Check-In 01;;
;UPS PASCAL;1;APC;P - 850CLU;CLUL85AD414;Self-Check-In 02;;
;UPS PASCAL;1;APC;P - 850CLU;CLUL85AD388;Autogate 1;;
;UPS PASCAL;1;APC;P - 850CLU;CLUL85AD323;Autogate 2;;
;UPS PASCAL;1;APC;P - 850CLU;CLUL85AD389;Autogate 3;;
;;;;;;;;
16;Kios;1;;;;;;10.10.18.43
;Kios;1;;;;;;10.10.18.52
