No.;Data perangkat;Unit;Merk;Tipe;S/N;Lokasi;Data Pemeliharaan;IP
;Bagtag printer;1;Epson ;TM-L500a;;Island D10;;172.17.176.20
;Bagtag printer;1;Epson ;TM-L500a;;Island D11;;172.17.176.21
;Bagtag printer;1;Epson ;TM-L500a;;Island D12;;172.17.176.22
;Bagtag printer;1;Epson ;TM-L500a;;Island D14;;172.17.176.24
;Bagtag printer;1;Epson ;TM-L500a;;Island D15;;172.17.176.25
;Bagtag printer;1;Epson ;TM-L500a;;Island D16;;172.17.176.26
;Bagtag printer;1;Epson ;TM-L500a;;Island D17;;172.17.176.27
;Bagtag printer;1;Epson ;TM-L500a;;Island D18;;172.17.176.28
;Bagtag printer;1;Epson ;TM-L500a;;Island D19;;172.17.176.29
;Bagtag printer;1;Epson ;TM-L500a;;Island D20;;172.17.176.30
;Bagtag printer;1;Epson ;TM-L500a;;Island D21;;172.17.176.31
;Bagtag printer;1;Epson ;TM-L500a;;Island D22;;172.17.176.32
;Bagtag printer;1;Epson ;TM-L500a;;Island D23;;172.17.176.33
;Bagtag printer;1;Epson ;TM-L500a;;Island D24;;172.17.176.34
;Bagtag printer;1;Epson ;TM-L500a;;Island D25;;172.17.176.35
;Bagtag printer;1;Epson ;TM-L500a;UC3F001184;R. Stanby;;
;Bagtag printer;24;Epson ;TM-L500a;;Sunter;;
;Bagtag printer;8;Zebra;GC 420 D;53J153101172;R. Stanby;;
;;;;;;;;
11;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300148PS27M;Gate11 A & B;;172.17.176.101 & 172.17.176.102
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300124PS27M;Gate11 C & D;;172.17.176.160 & 172.17.176.161
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300141PS27M;Gate12 A & B;;172.17.176.103 & 172.17.176.104
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300136PS27M;Gate12 C & D;;172.17.176.165 & 172.17.176.166
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300079PS27M;Gate 13 A;;172.17.176.105
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200136PS27M;Gate 13 B;;172.17.176.106
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300087PS27M;Gate 13 C;;172.17.176.162
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300121PS27M;Gate 14 A;;172.17.176.107
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300132PS27M;Gate 14 B;;172.17.176.108
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200146PS27M;Gate 14 C;;172.17.176.163
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300006PS27M;Gate 15 A & B;;172.17.176.109 & 172.17.176.110
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300139PS27M;Gate 15 C & D;;172.17.176.164 & 172.17.176.167
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200149PS27M;Gate 16 A;;172.17.176.111
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200132PS27M;Gate 16 B;;172.17.176.172
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200133PS27M;Gate 16 C;;172.17.176.112
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200125PS27M;Gate 17 D ;;172.17.176.178
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200144PS27M;Gate 17 C ;;172.17.176.177
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200163PS27M;Gate 17 B;;172.17.176.176
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200147PS27M;Gate 17 A ;;172.17.176.175
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700025PS27M;Island D1;;172.17.176.11
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300010PS27M;Island D2;;172.17.176.12
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300064PS27M;Island D3;;172.17.176.13
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300078PS27M;Island D4;;172.17.176.14
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700007PS27M;Island D5;;172.17.176.15
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700030PS27M;Island D6;;172.17.176.16
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700002PS27M;Island D7;;172.17.176.17
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700017PS27M;Island D8;;172.17.176.18
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300001PS27M;Island D9;;172.17.176.19
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300090PS27M;Island D10;;172.17.176.20
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300008PS27M;Island D11;;172.17.176.21
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300006PS27M;Island D12;;172.17.176.22
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300022PS27M;Island D14;;172.17.176.24
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700014PS27M;Island D15;;172.17.176.25
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300075PS27M;Island D16;;172.17.176.26
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700005PS27M;Island D17;;172.17.176.27
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700027PS27M;Island D18;;172.17.176.28
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300069PS27M;Island D19;;172.17.176.29
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700006PS27M;Island D20;;172.17.176.30
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300011PS27M;Island D21;;172.17.176.31
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300131PS27M;Island D22;;172.17.176.32
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300149PS27M;Island D23;;172.17.176.33
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300012PS27M;Island D24;;172.17.176.34
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300123PS27M;Island D25;;172.17.176.35
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200129PS27M;Island D26;;172.17.176.36
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300088PS27M;Island E1;;172.17.176.41
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300065PS27M;Island E2;;172.17.176.42
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300062PS27M;Island E3;;172.17.176.43
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700003PS27M;Island E4;;172.17.176.44
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700003PS27M;Island E5;;172.17.176.45
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700028PS27M;Island E6;;172.17.176.46
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700023PS27M;Island E7;;172.17.176.47
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300127PS27M;Island E8;;172.17.176.48
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700016PS27M;Island E9;;172.17.176.49
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300128PS27M;Island E10;;172.17.176.50
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300135PS27M;Island E11;;172.17.176.51
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200150PS27M;Island E12;;172.17.176.52
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1604500140PS27M;Island E14;;172.17.176.54
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300019PS27M;Island E15;;172.17.176.55
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300076PS27M;Island E16;;172.17.176.56
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700029PS27M;Island E17;;172.17.176.57
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700008PS27M;Island E18;;172.17.176.58
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700009PS27M;Island E19;;172.17.176.59
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700001PS27M;Island E20;;172.17.176.60
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300129PS27M;Island E21;;172.17.176.61
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300084PS27M;Island E22;;172.17.176.62
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300140PS27M;Island E23;;172.17.176.63
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300005PS27M;Island E24;;172.17.176.64
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300137PS27M;Island E25;;172.17.176.65
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300018PS27M;Island F1;;172.17.176.71
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300077PS27M;Island F2;;172.17.176.72
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300072PS27M;Island F3;;172.17.176.73
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300071PS27M;Island F4;;172.17.176.74
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300016PS27M;Island F5;;172.17.176.75
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300074PS27M;Island F6;;172.17.176.76
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700015PS27M;Island F7;;172.17.176.77
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700022PS27M;Island F8;;172.17.176.78
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300150PS27M;Island F9;;172.17.176.79
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300147PS27M;Island F10;;172.17.176.80
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300145PS27M;Island F11;;172.17.176.81
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300133PS27M;Island F12;;172.17.176.82
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200145PS27M;Island F13;;172.17.176.83
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300067PS27M;Island F14;;172.17.176.84
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300063PS27M;Island F15;;172.17.176.85
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1604500141PS27M;Island F16;;172.17.176.86
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300082PS27M;Island F17;;172.17.176.87
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700026PS27M;Island F18;;172.17.176.88
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700004PS27M;Island F19;;172.17.176.89
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300029PS27M;Island F20;;172.17.176.90
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300089PS27M;Island F21;;172.17.176.91
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300080PS27M;Island F22;;172.17.176.92
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700019PS27M;Island F23;;172.17.176.93
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1609700024PS27M;Island F24;;172.17.176.94
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300138PS27M;Island F25;;172.17.176.95
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300126PS27M;TransferDom01;;172.17.176.141
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300143PS27M;TransferDom02;;172.17.176.142
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1603300066PS27M;TransferDom03;;172.17.176.143
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300025PS27M;TransferDom04;;172.17.176.144
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300021PS27M;TransferDom05;;172.17.176.145
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1607300030PS27M;TransferDom06;;172.17.176.146
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200130PS27M;TransferDom07;;172.17.176.147
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200139PS27M;TransferDom08;;172.17.176.148
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200137PS27M;TransferDom09;;172.17.176.149
;UPS 1500VA;1;Liebert;PSA1500MT3-230U;1611200148PS27M;R. Stanby;;0
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
12;Printer manifest;1;Epson;LX-310;Q7FY235868;Gate 11 A;;172.17.176.101
;Printer manifest;1;Epson;LX-310;Q7FY235830;Gate 11 B;;172.17.176.102
;Printer manifest;1;Epson;LX-310;Q7FY235884;Gate 11 D;;172.17.176.161
;Printer manifest;1;Epson;LX-310;Q7FY235871;Gate 12 A & B;;172.17.176.103 & 172.17.176.104
;Printer manifest;1;Epson;LX-310;Q7FY236092;Gate 12 C;;172.17.176.165
;Printer manifest;1;Epson;LX-310;Q7FY236169;Gate 12 D;;172.17.176.166
;Printer manifest;1;Epson;LX-310;Q7FY236039;Gate13 A;;172.17.176.105
;Printer manifest;1;Epson;LX-310;Q7FY235835;Gate 13 B;;172.17.176.106
;Printer manifest;1;Epson;LX-310;Q7FY235887;Gate 13 C;;172.17.176.162
;Printer manifest;1;Epson;LX-310;Q7FY235850;Gate 14 A;;172.17.176.107
;Printer manifest;1;Epson;LX-310;Q7FY235846;Gate 14 B;;172.17.176.108
;Printer manifest;1;Epson;LX-310;Q7FY235938;Gate 14 C;;172.17.176.163
;Printer manifest;1;Epson;LX-310;Q7FY235935;Gate 15 A;;172.17.176.109
;Printer manifest;1;Epson;LX-310;Q7FY235998;Gate 15 B;;172.17.176.110
;Printer manifest;1;Epson;LX-310;Q7FY235924;Gate 15 C-D;;172.17.176.164
;Printer manifest;1;Epson;LX-310;Q7FY256245;Gate 16 A;;172.17.176.111
;Printer manifest;1;Epson;LX-310;Q7FY255263;Gate 16 B;;172.17.176.172
;Printer manifest;1;Epson;LX-310;Q7FY256241;Gate 16 C;;172.17.176.112
;Printer manifest;1;Epson;LX-310;Q7FY255275;Gate 17 A ;;172.17.176.175
;Printer manifest;1;Epson;LX-310;Q7FY255257;Gate 17 B;;172.17.176.176
;Printer manifest;1;Epson;LX-310;Q7FY253894;Gate 17 C ;;172.17.176.177
;Printer manifest;1;Epson;LX-310;Q7FY255278;Gate 17 D;;172.17.176.178
;Printer manifest;9;Epson;LX-310;;;;
;Printer manifest;17;kurang;LX-310;;;;
13;Scanner;1;Access;LSR-116;;Gate11A;;
;Scanner;1;Access;LSR-116;;Gate11B;;
;Scanner;1;Access;LSR-116;;Gate11C;;
;Scanner;1;Access;LSR-116;;Gate11D;;
;Scanner;1;Access;LSR-116;;Gate12A;;
;Scanner;1;Access;LSR-116;;Gate12B;;
;Scanner;1;Access;LSR-116;;Gate12C;;
;Scanner;1;Access;LSR-116;;Gate12D;;
;Scanner;1;Access;LSR-116;;Gate13A;;
;Scanner;1;Access;LSR-116;;Gate13B;;
;Scanner;1;Access;LSR-116;;Gate13C;;
;Scanner;1;Access;LSR-116;;Gate14A;;
;Scanner;1;Access;LSR-116;;Gate14 B;;
;Scanner;1;Access;LSR-116;;Gate14C;;
;Scanner;1;Access;LSR-116;;Gate15A;;
;Scanner;1;Access;LSR-116;;Gate15B;;
;Scanner;1;Access;LSR-116;;Gate15C;;
;Scanner;1;Access;LSR-116;;Gate15D;;
;Scanner;1;Access;LSR-116;;Gate16A;;
;Scanner;1;Access;LSR-116;;Gate16B;;
;Scanner;1;Access;LSR-116;;Gate16C;;
;Scanner;1;Access;LSR-116;;Gate17A;;
;Scanner;1;Access;LSR-116;;Gate17B;;
;Scanner;1;Access;LSR-116;;Gate17C;;
;Scanner;1;Access;LSR-116;;Gate17D;;
;Scanner;51;Access;sunter;;;;
;Scanner;1;Access;kurang;;;;
;;;;;;;;
14;Automatic Gate;12;KABA;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
15;Wifi router;4;Dlink;DSL-2500E;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
