No.,Data perangkat,Unit,Merk,Tipe,S/N,Lokasi,Data Pemeliharaan,IP
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000162,Counter Checkin C11,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000440,Counter Checkin C14,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000289,Counter Checkin C15,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000399,Counter Checkin C16,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000317,Counter Checkin C17,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000463,Counter Checkin C18,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000465,Counter Checkin C19,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000432,Counter Checkin C20,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000382,Counter Checkin C21,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000400,Counter Checkin C22,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000441,Counter Checkin C23,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000339,Counter Checkin C24,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000408,Counter Checkin D1,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000436,Counter Checkin D2,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000239,Counter Checkin D3,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000446,Counter Checkin D4,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000469,Counter Checkin D5,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK6F001654,Counter Checkin D6,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000477,Counter Checkin D7,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000431,Counter Checkin D8,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000423,Counter Checkin D9,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000404,Counter Checkin D10,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000152,Counter Checkin D11,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000437,Counter Checkin D14,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000338,Counter Checkin D15,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000476,Counter Checkin D16,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000417,Counter Checkin D17,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000156,Counter Checkin D18,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000447,Counter Checkin D19,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000412,Counter Checkin D20,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000455,Counter Checkin D21,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000405,Counter Checkin D22,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000448,Counter Checkin D23,,
,Thermal printer,1,Epson,Epson TM-T 881V,NK7F000430,Counter Checkin D24,,
,Automatic Gate,1,KABA,Autogate 01,,,,
,Automatic Gate,1,KABA,Autogate 02,192.168.5.180,,,
,Automatic Gate,1,KABA,Autogate 03,192.168.5.211,,,
,Automatic Gate,1,KABA,Autogate 04,192.168.5.207,,,
,Automatic Gate,1,KABA,Autogate 05,192.168.5.213,,,
,Automatic Gate,1,KABA,Autogate 06,192.168.5.205,,,
,Automatic Gate,1,KABA,Autogate 07,192.168.5.208,,,
,Automatic Gate,1,KABA,Autogate 08,192.168.5.210,,,
